Time [h],Current [A],Terminal voltage [V],Discharge capacity [A.h],Volume-averaged cell temperature [K],Actual resistance [Ohm]
0.0,46.0,3.867964066398896,0.0,297.2909077,0.08408617535649773
1.0001000100010001e-05,46.0,3.8668495013963913,0.0004600460046004602,297.2909077,0.08406194568253024
2.0002000200020003e-05,46.0,3.865699814117803,0.0009200920092009201,297.2909077,0.08403695248082181
3.0003000300030007e-05,46.0,3.8645208187593556,0.0013801380138013803,297.2909077,0.08401132214694251
4.0004000400040005e-05,46.0,3.863317729892998,0.0018401840184018403,297.2909077,0.08398516804115212
5.000500050005001e-05,46.0,3.8620951500406515,0.0023002300230023005,297.2909077,0.08395859021827504
6.0006000600060015e-05,46.0,3.8608571429632335,0.0027602760276027602,297.2909077,0.08393167702093986
7.000700070007e-05,46.0,3.8596071763821684,0.0032203220322032204,297.2909077,0.08390450383439496
8.000800080008001e-05,46.0,3.8583479313912683,0.00368036803680368,297.2909077,0.08387712894328844
9.000900090009003e-05,46.0,3.857081885654474,0.00414041404140414,297.2909077,0.08384960620987987
0.00010001000100010001,46.0,3.855811205130786,0.004600460046004599,297.2909077,0.08382198272023447
0.00011001100110011001,46.0,3.8545377580509945,0.005060506050605059,297.2909077,0.0837942990880651
0.00012001200120012003,46.0,3.853263158407155,0.005520552055205519,297.2909077,0.08376659040015555
0.00013001300130013004,46.0,3.8519888021687922,0.005980598059805979,297.2909077,0.0837388870036694
0.00014001400140014,46.0,3.850715897613706,0.006440644064406439,297.2909077,0.08371121516551536
0.00015001500150015003,46.0,3.849445490865839,0.006900690069006899,297.2909077,0.08368359762751823
0.00016001600160016002,46.0,3.848178487505754,0.007360736073607359,297.2909077,0.08365605407621204
0.00017001700170017002,46.0,3.846915670943237,0.007820782078207819,297.2909077,0.08362860154224429
0.00018001800180018006,46.0,3.845657718105528,0.00828082808280828,297.2909077,0.08360125474142452
0.00019001900190019003,46.0,3.844405212887491,0.00874087408740874,297.2909077,0.08357402636711937
0.00020002000200020003,46.0,3.8431586577271855,0.009200920092009198,297.2909077,0.08354692734189534
0.00021002100210021002,46.0,3.841918483602739,0.009660966096609658,297.2909077,0.08351996703484214
0.00022002200220022002,46.0,3.840685058694678,0.010121012101210117,297.2909077,0.08349315344988431
0.00023002300230023006,46.0,3.839458695914937,0.010581058105810576,297.2909077,0.08346649338945515
