Time [h],Current [A],Terminal voltage [V],Discharge capacity [A.h],Volume-averaged cell temperature [K]
0.0,45.0,3.871458242577032,0.0,297.2909077
0.00016671667166716673,45.0,3.85129963879493,0.007502250225022502,297.2909077
0.00033343334333433346,45.0,3.8316768770470664,0.015004500450045005,297.2909077
0.0005001500150015001,45.0,3.814203333424654,0.022506750675067508,297.2909077
0.0006668666866686669,45.0,3.7986814978327086,0.030009000900090007,297.2909077
0.0008335833583358336,45.0,3.7847438698109803,0.037511251125112506,297.2909077
0.0010003000300030003,45.0,3.7720784928542486,0.045013501350135,297.2909077
0.0011670167016701672,45.0,3.7604494972561797,0.052515751575157504,297.2909077
0.0013337333733373338,45.0,3.7496814584643197,0.06001800180018001,297.2909077
0.0015004500450045005,45.0,3.739641524726278,0.06752025202520251,297.2909077
0.0016671667166716672,45.0,3.7302277849481307,0.07502250225022501,297.2909077
0.001833883388338834,45.0,3.7213602941289143,0.08252475247524751,297.2909077
0.0020006000600060006,45.0,3.712975008576464,0.09002700270026999,297.2909077
0.0021673167316731672,45.0,3.705019030965685,0.09752925292529249,297.2909077
0.0023340334033403343,45.0,3.6974496339086214,0.10503150315031501,297.2909077
0.002500750075007501,45.0,3.6902300605158045,0.11253375337533753,297.2909077
0.0026674667466746677,45.0,3.683328785949499,0.12003600360036004,297.2909077
0.0028341834183418344,45.0,3.676718512657305,0.12753825382538253,297.2909077
0.003000900090009001,45.0,3.670375370826311,0.135040504050405,297.2909077
0.003167616761676168,45.0,3.6642783005575583,0.14254275427542745,297.2909077
0.0033343334333433344,45.0,3.658408591468759,0.15004500450044994,297.2909077
0.003501050105010501,45.0,3.6527495221717237,0.15754725472547243,297.2909077
0.003667766776677668,45.0,3.6472860715287694,0.1650495049504949,297.2909077
0.003834483448344835,45.0,3.64200468940756,0.1725517551755174,297.2909077
0.004001200120012001,45.0,3.6368931094713557,0.18005400540053987,297.2909077
0.004167916791679168,45.0,3.6319402041536835,0.18755625562556233,297.2909077
0.0043346334633463345,45.0,3.627135832278972,0.19505850585058482,297.2909077
0.0045013501350135016,45.0,3.6224707426404805,0.2025607560756073,297.2909077
0.004668066806680669,45.0,3.6179364805177974,0.2100630063006298,297.2909077
0.004834783478347836,45.0,3.6135253065140986,0.21756525652565228,297.2909077
0.005001500150015002,45.0,3.6092301255171013,0.22506750675067483,297.2909077
0.005168216821682168,45.0,3.6050444240761523,0.2325697569756973,297.2909077
0.005334933493349335,45.0,3.600962215379768,0.24007200720071978,297.2909077
0.0055016501650165025,45.0,3.5969779900752212,0.24757425742574227,297.2909077
0.005668366836683669,45.0,3.5930866562354806,0.25507650765076473,297.2909077
0.005835083508350836,45.0,3.5892835292360132,0.2625787578757872,297.2909077
0.006001800180018002,45.0,3.5855642893567756,0.27008100810080976,297.2909077
0.006168516851685169,45.0,3.58192494180735,0.2775832583258322,297.2909077
0.006335233523352336,45.0,3.578361790142978,0.28508550855085474,297.2909077
0.0065019501950195025,45.0,3.5748714095315135,0.2925877587758772,297.2909077
0.006668666866686669,45.0,3.5714506231345506,0.3000900090008997,297.2909077
0.006835383538353835,45.0,3.5680964806871467,0.3075922592259223,297.2909077
0.007002100210021002,45.0,3.5648062107760388,0.31509450945094486,297.2909077
0.00716881688168817,45.0,3.5615772030300654,0.32259675967596735,297.2909077
0.007335533553355336,45.0,3.5584070851203817,0.3300990099009899,297.2909077
0.0075022502250225035,45.0,3.5552959242537288,0.3376012601260124,297.2909077
0.00766896689668967,45.0,3.552239066168692,0.3451035103510349,297.2909077
0.007835683568356837,45.0,3.549234610215663,0.35260576057605747,297.2909077
0.008002400240024002,45.0,3.5462807744158895,0.36010801080108,297.2909077
0.00816911691169117,45.0,3.5433758860081737,0.36761026102610256,297.2909077
0.008335833583358336,0.0,3.813182779449609,0.37500087017145783,297.2909077
0.008502550255025502,0.0,3.8333151782842894,0.37500087017145783,297.2909077
0.008669266926692669,0.0,3.849396386868894,0.37500087017145783,297.2909077
0.008835983598359836,0.0,3.8626492118415676,0.37500087017145783,297.2909077
0.009002700270027003,0.0,3.8738488998430616,0.37500087017145783,297.2909077
0.009169416941694172,0.0,3.883510668140068,0.37500087017145783,297.2909077
0.009336133613361337,0.0,3.891986507902543,0.37500087017145783,297.2909077
0.009502850285028504,0.0,3.899522026151615,0.37500087017145783,297.2909077
0.009669566956695672,0.0,3.9062936223590734,0.37500087017145783,297.2909077
0.009836283628362837,0.0,3.9124325041483847,0.37500087017145783,297.2909077
0.010003000300030004,0.0,3.9180382777681344,0.37500087017145783,297.2909077
0.01016971697169717,0.0,3.923188448341,0.37500087017145783,297.2909077
0.010336433643364337,0.0,3.9279445929891343,0.37500087017145783,297.2909077
0.010503150315031504,0.0,3.9323570452750456,0.37500087017145783,297.2909077
0.01066986698669867,0.0,3.9364660407794596,0.37500087017145783,297.2909077
0.010836583658365838,0.0,3.9403057855843464,0.37500087017145783,297.2909077
0.011003300330033005,0.0,3.9439051548665813,0.37500087017145783,297.2909077
0.01117001700170017,0.0,3.9472887541546653,0.37500087017145783,297.2909077
0.011336733673367337,0.0,3.9504777368473443,0.37500087017145783,297.2909077
0.011503450345034505,0.0,3.953490439746063,0.37500087017145783,297.2909077
0.011670167016701672,0.0,3.9563428647510146,0.37500087017145783,297.2909077
0.011836883688368839,0.0,3.959049059080475,0.37500087017145783,297.2909077
0.012003600360036004,0.0,3.9616214218761243,0.37500087017145783,297.2909077
0.012170317031703171,0.0,3.9640709488162567,0.37500087017145783,297.2909077
