Time [h],Current [A],Terminal voltage [V],Discharge capacity [A.h],Volume-averaged cell temperature [K]
0.0,92.0,3.7391798783246855,0.0,297.2909077
5.000500050005001e-06,92.0,3.738073357355547,0.0004600460046004602,297.2909077
1.0001000100010001e-05,92.0,3.736923445773884,0.0009200920092009203,297.2909077
1.5001500150015004e-05,92.0,3.735734984294625,0.0013801380138013803,297.2909077
2.0002000200020003e-05,92.0,3.734512904957361,0.0018401840184018405,297.2909077
2.5002500250025003e-05,92.0,3.7332617100832746,0.0023002300230023005,297.2909077
3.0003000300030007e-05,92.0,3.731984938341037,0.0027602760276027602,297.2909077
3.5003500350035e-05,92.0,3.7306858944678623,0.00322032203220322,297.2909077
4.0004000400040005e-05,92.0,3.7293675300675386,0.0036803680368036797,297.2909077
4.5004500450045016e-05,92.0,3.7280324461780876,0.00414041404140414,297.2909077
5.000500050005001e-05,92.0,3.726682942598866,0.004600460046004599,297.2909077
5.5005500550055004e-05,92.0,3.725321059273319,0.005060506050605059,297.2909077
6.0006000600060015e-05,92.0,3.723948611027816,0.00552055205520552,297.2909077
6.500650065006502e-05,92.0,3.7225672168279385,0.00598059805980598,297.2909077
7.000700070007e-05,92.0,3.7211783245241445,0.00644064406440644,297.2909077
7.500750075007501e-05,92.0,3.7197832318801107,0.006900690069006899,297.2909077
8.000800080008001e-05,92.0,3.718383104526333,0.0073607360736073595,297.2909077
8.500850085008501e-05,92.0,3.7169789913587525,0.007820782078207819,297.2909077
9.000900090009003e-05,92.0,3.7155718378041183,0.008280828082808278,297.2909077
9.500950095009502e-05,92.0,3.714162497295888,0.00874087408740874,297.2909077
0.00010001000100010001,92.0,3.712751741240958,0.009200920092009198,297.2909077
0.00010501050105010501,92.0,3.7113402677091205,0.009660966096609658,297.2909077
0.00011001100110011001,92.0,3.7099287090350925,0.010121012101210117,297.2909077
0.00011501150115011503,92.0,3.7085176395988837,0.010581058105810576,297.2909077
0.00012001200120012003,92.0,3.7071075717113904,0.011041104110411036,297.2909077
0.00012501250125012504,92.0,3.7056989773938636,0.011501150115011495,297.2909077
0.00013001300130013004,92.0,3.704292285311059,0.011961196119611954,297.2909077
0.00013501350135013503,92.0,3.702887884853161,0.012421242124212414,297.2909077
